,frame,part,part_idx,x,y,z
77,12,pinky_tip,20,0.012775000184774399,0.04385903477668762,0.022939343005418777
78,13,wrist,0,0.05180196836590767,-0.005122901871800423,0.07648249715566635
79,13,thumb_tip,4,-0.03823169320821762,0.04497794806957245,-0.002095935633406043
80,13,index_finger_tip,8,-0.02317187562584877,0.050088074058294296,0.03285334259271622
81,13,middle_finger_tip,12,-0.01702529937028885,0.05379004776477814,0.029483934864401817
82,13,ring_finger_tip,16,0.00340840732678771,0.04923035204410553,0.030440229922533035
83,13,pinky_tip,20,0.012074087746441364,0.044573113322257996,0.024263806641101837
84,14,wrist,0,0.04995472729206085,-0.005131285637617111,0.0774146094918251
85,14,thumb_tip,4,-0.0385003499686718,0.04437044635415077,-0.0029736128635704517
86,14,index_finger_tip,8,-0.02240869030356407,0.04885176196694374,0.03312795236706734
87,14,middle_finger_tip,12,-0.01570175774395466,0.05240998417139053,0.03145536780357361
88,14,ring_finger_tip,16,0.002412104746326804,0.04874391853809357,0.03284920006990433
89,14,pinky_tip,20,0.011883653700351715,0.045067016035318375,0.024856017902493477
90,15,wrist,0,0.05144756659865379,-0.005522375460714102,0.07767060399055481
91,15,thumb_tip,4,-0.03858737275004387,0.04180952161550522,-0.002544259885326028
92,15,index_finger_tip,8,-0.022249111905694008,0.047870442271232605,0.03256222978234291
93,15,middle_finger_tip,12,-0.015293015167117119,0.04983614757657051,0.032408908009529114
94,15,ring_finger_tip,16,0.0020386693067848682,0.04763389378786087,0.032246287912130356
95,15,pinky_tip,20,0.011467553675174713,0.04394349455833435,0.023832958191633224
96,16,wrist,0,0.05263977125287056,-0.006228477694094181,0.07691583037376404
97,16,thumb_tip,4,-0.03766888380050659,0.03997582942247391,-0.002870266092941165
98,16,index_finger_tip,8,-0.023444250226020813,0.04870572313666344,0.02994885854423046
99,16,middle_finger_tip,12,-0.015744326636195183,0.051201701164245605,0.031532205641269684
100,16,ring_finger_tip,16,0.001839861972257495,0.04785320535302162,0.030091149732470512
101,16,pinky_tip,20,0.010496674105525017,0.04234536737203598,0.02151476964354515
102,17,wrist,0,0.05470309779047966,-0.0072707198560237885,0.07545458525419235
103,17,thumb_tip,4,-0.037460923194885254,0.04185407608747482,3.058146103285253e-05
104,17,index_finger_tip,8,-0.023585230112075806,0.049382876604795456,0.030903682112693787
105,17,middle_finger_tip,12,-0.014861240983009338,0.05196588858962059,0.03169091418385506
106,17,ring_finger_tip,16,0.0025708316825330257,0.04779061675071716,0.027896558865904808
107,17,pinky_tip,20,0.012449052184820175,0.040946539491415024,0.020841650664806366
108,18,wrist,0,0.057903632521629333,-0.007642980664968491,0.07348135858774185
109,18,thumb_tip,4,-0.03793879225850105,0.04449339583516121,0.001141367363743484
110,18,index_finger_tip,8,-0.024063590914011,0.05066962540149689,0.027983790263533592
111,18,middle_finger_tip,12,-0.01531471312046051,0.053380049765110016,0.02780880220234394
112,18,ring_finger_tip,16,0.0026316074654459953,0.04821338504552841,0.025299128144979477
113,18,pinky_tip,20,0.016752179712057114,0.040027130395174026,0.019252920523285866
114,19,wrist,0,0.05939706414937973,-0.0063588256016373634,0.07152877002954483
115,19,thumb_tip,4,-0.0368935689330101,0.04416181519627571,-0.0003674979379866272
116,19,index_finger_tip,8,-0.02276870422065258,0.051059506833553314,0.027949349954724312
117,19,middle_finger_tip,12,-0.016008876264095306,0.05366717278957367,0.02609121985733509
118,19,ring_finger_tip,16,0.002216342370957136,0.05004820600152016,0.02432171255350113
119,19,pinky_tip,20,0.016306402161717415,0.04247915744781494,0.018105171620845795
120,20,wrist,0,0.05598688870668411,-0.004370186943560839,0.07626184076070786
121,20,thumb_tip,4,-0.03721887245774269,0.044238995760679245,-0.0015320377424359322
122,20,index_finger_tip,8,-0.02182959020137787,0.048519719392061234,0.035258933901786804
123,20,middle_finger_tip,12,-0.016213972121477127,0.05112080276012421,0.030513131991028786
124,20,ring_finger_tip,16,0.004351502750068903,0.04754996299743652,0.0304414089769125
125,20,pinky_tip,20,0.01381532009691,0.04238017648458481,0.02266702614724636
126,21,wrist,0,0.051798928529024124,-0.004945424851030111,0.07889613509178162
127,21,thumb_tip,4,-0.03666150942444801,0.04573686420917511,0.0007650625193491578
128,21,index_finger_tip,8,-0.02285626530647278,0.0489991195499897,0.035348229110240936
129,21,middle_finger_tip,12,-0.014406434260308743,0.05174468457698822,0.03385976329445839
130,21,ring_finger_tip,16,0.0035360814072191715,0.04819401726126671,0.033800892531871796
131,21,pinky_tip,20,0.013319594785571098,0.04354295879602432,0.025379909202456474
132,22,wrist,0,0.0529041551053524,-0.004312003031373024,0.07725337147712708
133,22,thumb_tip,4,-0.037083033472299576,0.04360899329185486,-0.0007716497639194131
134,22,index_finger_tip,8,-0.02362857758998871,0.04890142008662224,0.034702032804489136
135,22,middle_finger_tip,12,-0.015730109065771103,0.050059881061315536,0.034791428595781326
136,22,ring_finger_tip,16,0.0016912465216591954,0.04783398658037186,0.03479097783565521
137,22,pinky_tip,20,0.010479236952960491,0.044409725815057755,0.024448607116937637
138,23,wrist,0,0.0517086535692215,-0.006273002363741398,0.07745860517024994
139,23,thumb_tip,4,-0.036654725670814514,0.03983138129115105,-0.0040591564029455185
140,23,index_finger_tip,8,-0.021580057218670845,0.04824719578027725,0.032643966376781464
141,23,middle_finger_tip,12,-0.013384555466473103,0.049872200936079025,0.03369210287928581
142,23,ring_finger_tip,16,0.004410748369991779,0.04768558219075203,0.03268615901470184
143,23,pinky_tip,20,0.01175653375685215,0.04447037726640701,0.023282909765839577
144,24,wrist,0,0.05425715446472168,-0.005415256135165691,0.0764898806810379
145,24,thumb_tip,4,-0.03779614716768265,0.04207458719611168,-0.002764834789559245
146,24,index_finger_tip,8,-0.022712847217917442,0.04956704378128052,0.028438985347747803
147,24,middle_finger_tip,12,-0.01477926317602396,0.052367355674505234,0.03238566592335701
148,24,ring_finger_tip,16,0.0027074036188423634,0.048688896000385284,0.029415559023618698
149,24,pinky_tip,20,0.012223459780216217,0.042540110647678375,0.020614774897694588
150,25,wrist,0,0.05399947240948677,-0.005838650744408369,0.07559403032064438
151,25,thumb_tip,4,-0.03768235072493553,0.044714078307151794,-0.0006465082406066358
152,25,index_finger_tip,8,-0.024563074111938477,0.05096219480037689,0.029673205688595772
153,25,middle_finger_tip,12,-0.014704076573252678,0.05282237380743027,0.03160018473863602
154,25,ring_finger_tip,16,0.002804736839607358,0.047861453145742416,0.02832784131169319
155,25,pinky_tip,20,0.014631339348852634,0.03992978110909462,0.021306829527020454
156,26,wrist,0,0.05735063552856445,-0.006831527687609196,0.0737743154168129
157,26,thumb_tip,4,-0.03655773773789406,0.04716130346059799,0.00047581075341440737
158,26,index_finger_tip,8,-0.023447401821613312,0.050979696214199066,0.029305970296263695
159,26,middle_finger_tip,12,-0.013070723041892052,0.05362193286418915,0.028404995799064636
160,26,ring_finger_tip,16,0.005336591508239508,0.0483153760433197,0.026028135791420937
161,26,pinky_tip,20,0.017433421686291695,0.03965061902999878,0.018196959048509598
162,27,wrist,0,0.05821996182203293,-0.005406622309237719,0.07380039989948273
163,27,thumb_tip,4,-0.0379473939538002,0.04498999938368797,0.0022439444437623024
164,27,index_finger_tip,8,-0.020387964323163033,0.048955731093883514,0.03411269560456276
165,27,middle_finger_tip,12,-0.015551810152828693,0.052059829235076904,0.02813746966421604
166,27,ring_finger_tip,16,0.0027646063826978207,0.04804040119051933,0.02609384059906006
167,27,pinky_tip,20,0.014951599761843681,0.04096570611000061,0.020240046083927155
168,28,wrist,0,0.05961020663380623,-0.003697160165756941,0.07304617017507553
169,28,thumb_tip,4,-0.040525153279304504,0.04759514704346657,0.001196386176161468
170,28,index_finger_tip,8,-0.023731015622615814,0.05137968435883522,0.03722701966762543
171,28,middle_finger_tip,12,-0.016901202499866486,0.05354192107915878,0.03177858144044876
172,28,ring_finger_tip,16,0.003677990287542343,0.05018248409032822,0.02963886968791485
173,28,pinky_tip,20,0.016039304435253143,0.04572374373674393,0.024066733196377754
174,29,wrist,0,0.05335254594683647,-0.004330507945269346,0.07532262802124023
175,29,thumb_tip,4,-0.03834256902337074,0.04597162455320358,0.0011129449121654034
176,29,index_finger_tip,8,-0.02207401767373085,0.04998360201716423,0.03704323247075081
177,29,middle_finger_tip,12,-0.017101088538765907,0.0521978996694088,0.03257666900753975
178,29,ring_finger_tip,16,0.004033050034195185,0.04804949089884758,0.03126544505357742
179,29,pinky_tip,20,0.0138167729601264,0.044467147439718246,0.024792147800326347
180,30,wrist,0,0.050912827253341675,-0.005144899245351553,0.07820568978786469
181,30,thumb_tip,4,-0.039083026349544525,0.045454058796167374,-0.001325463643297553
182,30,index_finger_tip,8,-0.022663703188300133,0.05005790665745735,0.03580064699053764
183,30,middle_finger_tip,12,-0.01481699850410223,0.05153050646185875,0.03456128388643265
184,30,ring_finger_tip,16,0.005072716623544693,0.04748806729912758,0.03426457941532135
185,30,pinky_tip,20,0.012180103920400143,0.04145054891705513,0.025364268571138382
186,31,wrist,0,0.05239403247833252,-0.004264939110726118,0.07759645581245422
187,31,thumb_tip,4,-0.039661526679992676,0.04247690737247467,-0.00394161231815815
188,31,index_finger_tip,8,-0.023517241701483727,0.0488247349858284,0.034308187663555145
189,31,middle_finger_tip,12,-0.016253050416707993,0.05015198141336441,0.034948211163282394
190,31,ring_finger_tip,16,0.002994233975186944,0.04736001044511795,0.0347212553024292
191,31,pinky_tip,20,0.010281907394528389,0.04270487278699875,0.02585260011255741
192,32,wrist,0,0.05067211017012596,-0.005684777162969112,0.07854492217302322
193,32,thumb_tip,4,-0.038053542375564575,0.042598649859428406,-0.004122845362871885
194,32,index_finger_tip,8,-0.0215921588242054,0.04982795938849449,0.0349387601017952
195,32,middle_finger_tip,12,-0.013497513718903065,0.04982229322195053,0.03779250383377075
196,32,ring_finger_tip,16,0.0047838808968663216,0.04593759402632713,0.037402570247650146
197,32,pinky_tip,20,0.009652012027800083,0.0417858362197876,0.025719596073031425
198,33,wrist,0,0.05016956478357315,-0.006694390904158354,0.07773260027170181
199,33,thumb_tip,4,-0.037317488342523575,0.04342234879732132,-0.004528039135038853
200,33,index_finger_tip,8,-0.021575089544057846,0.04943247511982918,0.029919078573584557
201,33,middle_finger_tip,12,-0.01436158549040556,0.05215640366077423,0.033990710973739624
202,33,ring_finger_tip,16,0.003510591806843877,0.04738256335258484,0.031355876475572586
203,33,pinky_tip,20,0.009828216396272182,0.04189903661608696,0.02305421605706215
204,34,wrist,0,0.05419516563415527,-0.007742862217128277,0.0762019231915474
205,34,thumb_tip,4,-0.038863856345415115,0.046117331832647324,-0.0029858530033379793
206,34,index_finger_tip,8,-0.02565135434269905,0.0516386553645134,0.02720046602189541
207,34,middle_finger_tip,12,-0.015550832264125347,0.05588490515947342,0.031655509024858475
208,34,ring_finger_tip,16,0.0017779303016141057,0.051773231476545334,0.028356021270155907
209,34,pinky_tip,20,0.013319224119186401,0.04347778484225273,0.02152889408171177
210,35,wrist,0,0.05449577048420906,-0.004679087549448013,0.07528427988290787
211,35,thumb_tip,4,-0.03902531787753105,0.04523470997810364,-0.0033598795998841524
212,35,index_finger_tip,8,-0.024434057995676994,0.05312512069940567,0.0294402614235878
213,35,middle_finger_tip,12,-0.015040811151266098,0.05494356155395508,0.03049217164516449
214,35,ring_finger_tip,16,0.004174347035586834,0.05050548538565636,0.029499026015400887
215,35,pinky_tip,20,0.014910243451595306,0.04260433465242386,0.02236485481262207
216,36,wrist,0,0.055311169475317,-0.0035267150960862637,0.07526517659425735
217,36,thumb_tip,4,-0.040779292583465576,0.046445999294519424,-0.0029578260146081448
218,36,index_finger_tip,8,-0.02495938539505005,0.05336606875061989,0.03421143814921379
219,36,middle_finger_tip,12,-0.01671673357486725,0.05419085919857025,0.033304791897535324
220,36,ring_finger_tip,16,0.0021045980975031853,0.05112265795469284,0.031015727669000626
221,36,pinky_tip,20,0.013593514449894428,0.04321511834859848,0.02609974518418312
222,37,wrist,0,0.05212968587875366,-0.005022633355110884,0.07517901808023453
223,37,thumb_tip,4,-0.03902316838502884,0.046370480209589005,-0.0022690934129059315
224,37,index_finger_tip,8,-0.02138407528400421,0.053191475570201874,0.034983210265636444
225,37,middle_finger_tip,12,-0.014195249415934086,0.054038453847169876,0.03264234960079193
226,37,ring_finger_tip,16,0.0029556334484368563,0.05095895379781723,0.031814105808734894
227,37,pinky_tip,20,0.014483322389423847,0.04306339845061302,0.025271929800510406
228,38,wrist,0,0.04896372929215431,-0.006718154065310955,0.07863432914018631
229,38,thumb_tip,4,-0.0384526364505291,0.04643462970852852,-0.0024152295663952827
230,38,index_finger_tip,8,-0.02247306890785694,0.05152147635817528,0.03267018496990204
231,38,middle_finger_tip,12,-0.015281219966709614,0.055056072771549225,0.03181472420692444
232,38,ring_finger_tip,16,0.0041236900724470615,0.05046657472848892,0.03246833011507988
233,38,pinky_tip,20,0.01505377795547247,0.040551766753196716,0.02767627313733101
234,39,wrist,0,0.04643949121236801,-0.004128447733819485,0.07998809218406677
235,39,thumb_tip,4,-0.038102343678474426,0.045537929981946945,-0.004236326087266207
236,39,index_finger_tip,8,-0.02128615230321884,0.050610676407814026,0.0353626050055027
237,39,middle_finger_tip,12,-0.014526700600981712,0.051236577332019806,0.03609548509120941
238,39,ring_finger_tip,16,0.006264514289796352,0.0451645664870739,0.03687044233083725
239,39,pinky_tip,20,0.014313561841845512,0.03825119137763977,0.028944477438926697
240,40,wrist,0,0.048169512301683426,-0.005650067701935768,0.08159832656383514
241,40,thumb_tip,4,-0.03808732330799103,0.046249523758888245,-0.0028882664628326893
242,40,index_finger_tip,8,-0.020922662690281868,0.05096103250980377,0.03198062255978584
243,40,middle_finger_tip,12,-0.015785478055477142,0.05422785505652428,0.03452710807323456
244,40,ring_finger_tip,16,0.0035981435794383287,0.048344217240810394,0.03417885676026344
245,40,pinky_tip,20,0.011452354490756989,0.03855341300368309,0.027767855674028397
246,41,wrist,0,0.05228746682405472,-0.008570628240704536,0.07704984396696091
247,41,thumb_tip,4,-0.03418327122926712,0.042495690286159515,-0.0013349369401112199
248,41,index_finger_tip,8,-0.022054437547922134,0.04902057722210884,0.03135265037417412
249,41,middle_finger_tip,12,-0.01496288925409317,0.05262671038508415,0.03199245035648346
250,41,ring_finger_tip,16,0.002778545953333378,0.04835215210914612,0.028721226379275322
251,41,pinky_tip,20,0.014869323000311852,0.04197538271546364,0.024278605356812477
252,42,wrist,0,0.054205119609832764,-0.007983062416315079,0.07614178210496902
253,42,thumb_tip,4,-0.03359902277588844,0.04331788048148155,-0.003456525271758437
254,42,index_finger_tip,8,-0.019700968638062477,0.04956487938761711,0.03041824884712696
255,42,middle_finger_tip,12,-0.012514328584074974,0.05406549572944641,0.02984689362347126
256,42,ring_finger_tip,16,0.005088338628411293,0.04786801338195801,0.028917644172906876
257,42,pinky_tip,20,0.015093082562088966,0.04099839925765991,0.022338392212986946
258,43,wrist,0,0.05548923462629318,-0.008097132667899132,0.07624154537916183
259,43,thumb_tip,4,-0.03648775815963745,0.045688286423683167,-0.0031444281339645386
260,43,index_finger_tip,8,-0.02440756931900978,0.05152956768870354,0.027766527608036995
261,43,middle_finger_tip,12,-0.013885297812521458,0.05497511103749275,0.03049389459192753
262,43,ring_finger_tip,16,0.004039095249027014,0.04925490543246269,0.028261305764317513
263,43,pinky_tip,20,0.015409538522362709,0.04281019791960716,0.020706016570329666
264,44,wrist,0,0.055948369204998016,-0.006214327644556761,0.07464952766895294
265,44,thumb_tip,4,-0.03700637072324753,0.04554598778486252,-0.0023970247711986303
266,44,index_finger_tip,8,-0.02203287184238434,0.050319693982601166,0.034559156745672226
267,44,middle_finger_tip,12,-0.013566466048359871,0.052515383809804916,0.030747076496481895
268,44,ring_finger_tip,16,0.003895442234352231,0.04998360946774483,0.030209757387638092
269,44,pinky_tip,20,0.01470597367733717,0.04314954951405525,0.024356139823794365
270,45,wrist,0,0.05538514256477356,-0.0063272882252931595,0.0748843401670456
271,45,thumb_tip,4,-0.037308480590581894,0.0457594096660614,-0.002857400570064783
272,45,index_finger_tip,8,-0.02361585572361946,0.04894482344388962,0.03654983639717102
273,45,middle_finger_tip,12,-0.01627947948873043,0.05298394709825516,0.03072919137775898
274,45,ring_finger_tip,16,0.0037110073026269674,0.05034131556749344,0.030920125544071198
275,45,pinky_tip,20,0.015112043358385563,0.044390905648469925,0.025343459099531174
276,46,wrist,0,0.051893990486860275,-0.006283921655267477,0.07719321548938751
277,46,thumb_tip,4,-0.0362217091023922,0.04705781862139702,-0.0023532919585704803
278,46,index_finger_tip,8,-0.02251693792641163,0.05065242946147919,0.03479369357228279
279,46,middle_finger_tip,12,-0.014086602255702019,0.05335136502981186,0.032545436173677444
280,46,ring_finger_tip,16,0.0056703342124819756,0.04967628791928291,0.0326504111289978
281,46,pinky_tip,20,0.016313370317220688,0.04405882954597473,0.025687046349048615
282,47,wrist,0,0.05134812369942665,-0.006800460629165173,0.07820027321577072
283,47,thumb_tip,4,-0.037238482385873795,0.04744721204042435,-0.0026092452462762594
284,47,index_finger_tip,8,-0.024393409490585327,0.05176151916384697,0.030803417786955833
285,47,middle_finger_tip,12,-0.016101200133562088,0.054444655776023865,0.03258533403277397
286,47,ring_finger_tip,16,0.005311989225447178,0.04965575039386749,0.03353983908891678
287,47,pinky_tip,20,0.014467326924204826,0.043682392686605453,0.026873592287302017
288,48,wrist,0,0.050836022943258286,-0.007708829361945391,0.07995712757110596
289,48,thumb_tip,4,-0.03847331553697586,0.04682769998908043,-0.004869308788329363
290,48,index_finger_tip,8,-0.02304956689476967,0.05298912897706032,0.03329070284962654
291,48,middle_finger_tip,12,-0.014085193164646626,0.05330014228820801,0.0368785485625267
292,48,ring_finger_tip,16,0.005361202638596296,0.049078188836574554,0.035474151372909546
293,48,pinky_tip,20,0.012720253318548203,0.04157804325222969,0.02723146602511406
294,49,wrist,0,0.0491805225610733,-0.008705521002411842,0.0788334310054779
295,49,thumb_tip,4,-0.03699881583452225,0.045450206845998764,-0.004598147701472044
296,49,index_finger_tip,8,-0.021630484610795975,0.04988563805818558,0.03316069021821022
297,49,middle_finger_tip,12,-0.013648186810314655,0.0528557263314724,0.03469318151473999
298,49,ring_finger_tip,16,0.003907478880137205,0.049023766070604324,0.03431619703769684
299,49,pinky_tip,20,0.011423353105783463,0.04167136177420616,0.025822609663009644
300,50,wrist,0,0.05202043801546097,-0.008187455125153065,0.07940880209207535
301,50,thumb_tip,4,-0.035836219787597656,0.04461841285228729,-0.00656841229647398
302,50,index_finger_tip,8,-0.02223122864961624,0.04894881695508957,0.03035268932580948
303,50,middle_finger_tip,12,-0.015631740912795067,0.054209597408771515,0.03480622544884682
304,50,ring_finger_tip,16,0.0040838392451405525,0.048009078949689865,0.03223123773932457
305,50,pinky_tip,20,0.015164769254624844,0.04486843943595886,0.02569025196135044
306,51,wrist,0,0.05379249155521393,-0.0076977889984846115,0.07686617970466614
307,51,thumb_tip,4,-0.03551321104168892,0.04328196495771408,-0.0041450802236795425
308,51,index_finger_tip,8,-0.023701969534158707,0.048397038131952286,0.028439445421099663
309,51,middle_finger_tip,12,-0.015134362503886223,0.052190572023391724,0.032208073884248734
310,51,ring_finger_tip,16,0.003090240992605686,0.04701772704720497,0.029660949483513832
311,51,pinky_tip,20,0.01497744768857956,0.041589073836803436,0.022653816267848015
312,52,wrist,0,0.05463141202926636,-0.006944820284843445,0.07504729926586151
313,52,thumb_tip,4,-0.03491140156984329,0.04322490096092224,-0.00038026657421141863
314,52,index_finger_tip,8,-0.02343987114727497,0.050516460090875626,0.03032231144607067
315,52,middle_finger_tip,12,-0.014774609357118607,0.05293132737278938,0.031186871230602264
316,52,ring_finger_tip,16,0.0011369651183485985,0.04839088395237923,0.027917176485061646
317,52,pinky_tip,20,0.013055376708507538,0.041935715824365616,0.02070271410048008
318,53,wrist,0,0.0533977635204792,-0.006980242673307657,0.0765276551246643
319,53,thumb_tip,4,-0.03555184230208397,0.043189797550439835,-0.0024645801167935133
320,53,index_finger_tip,8,-0.022713275626301765,0.04995451867580414,0.02937520109117031
321,53,middle_finger_tip,12,-0.015730874612927437,0.05195590481162071,0.03091609477996826
322,53,ring_finger_tip,16,0.0024676197208464146,0.049840740859508514,0.029387855902314186
323,53,pinky_tip,20,0.01439169142395258,0.04237969592213631,0.0232038963586092
324,54,wrist,0,0.05195382237434387,-0.006813231389969587,0.07782156020402908
325,54,thumb_tip,4,-0.037456441670656204,0.04838612303137779,-0.0028049417305737734
326,54,index_finger_tip,8,-0.023613393306732178,0.050413113087415695,0.032598692923784256
327,54,middle_finger_tip,12,-0.017534829676151276,0.0547761507332325,0.03049233928322792
328,54,ring_finger_tip,16,0.004480176139622927,0.05040035769343376,0.03206072002649307
329,54,pinky_tip,20,0.015159588307142258,0.04654666408896446,0.025417938828468323
330,55,wrist,0,0.04665980488061905,-0.006574295461177826,0.08184539526700974
331,55,thumb_tip,4,-0.038443777710199356,0.04605405405163765,-0.004239515867084265
332,55,index_finger_tip,8,-0.023695191368460655,0.05110136792063713,0.03423219174146652
333,55,middle_finger_tip,12,-0.017281096428632736,0.054604846984148026,0.035104572772979736
334,55,ring_finger_tip,16,0.0023863352835178375,0.04972538352012634,0.03596428781747818
335,55,pinky_tip,20,0.01332774106413126,0.04247258976101875,0.0328228622674942
336,56,wrist,0,0.04404935985803604,-0.008302964270114899,0.08272113651037216
