,frame,part,x,y,z,visibility,presence
44,3,left wrist,0.22375597059726715,-0.031866371631622314,-0.08446492999792099,0.9949570298194885,0.9999964237213135
45,3,right wrist,-0.19664907455444336,-0.010335663333535194,-0.10940621048212051,0.9894737005233765,0.99998939037323
46,3,left hip,0.09027761965990067,0.0029287179931998253,0.01300482265651226,0.9999858736991882,0.9999991655349731
47,3,right hip,-0.08747969567775726,-0.005754909012466669,-0.011276326142251492,0.9999807476997375,0.9999984502792358
48,3,left knee,0.0979553833603859,0.3853585124015808,0.020946843549609184,0.9787813425064087,0.99998939037323
49,3,right knee,-0.04800495505332947,0.30669620633125305,0.0657799243927002,0.9506778120994568,0.999984860420227
50,3,left ankle,0.08441459387540817,0.7205354571342468,0.20736312866210938,0.9871628880500793,0.9999759197235107
51,3,right ankle,-0.054586589336395264,0.679839551448822,0.25469493865966797,0.9830998182296753,0.999940037727356
52,4,head,-0.01988678053021431,-0.6119363903999329,-0.3841739594936371,0.9999641180038452,0.9999868869781494
53,4,left shoulder,0.1757182627916336,-0.46051299571990967,-0.13200873136520386,0.999989926815033,0.9999979734420776
54,4,right shoulder,-0.13558201491832733,-0.5222600698471069,-0.04975612834095955,0.9999687671661377,0.9999831914901733
55,4,left elbow,0.21388565003871918,-0.259719580411911,-0.10137180984020233,0.991235613822937,0.999987006187439
56,4,right elbow,-0.1580309122800827,-0.22112250328063965,-0.04581005126237869,0.9618268013000488,0.999946117401123
57,4,left wrist,0.22118394076824188,-0.029721716418862343,-0.08521204441785812,0.9945318102836609,0.9999959468841553
58,4,right wrist,-0.19679954648017883,-0.006585282273590565,-0.1117958053946495,0.9884361624717712,0.9999921321868896
59,4,left hip,0.09072933346033096,0.002933346666395664,0.01331422384828329,0.9999858140945435,0.9999991655349731
60,4,right hip,-0.08793072402477264,-0.005751398857682943,-0.01158282533288002,0.9999806880950928,0.9999984502792358
61,4,left knee,0.09790673106908798,0.38556861877441406,0.020746566355228424,0.977641224861145,0.9999881982803345
62,4,right knee,-0.04758010059595108,0.30668219923973083,0.06602697819471359,0.9476803541183472,0.9999840259552002
63,4,left ankle,0.0841556265950203,0.720345675945282,0.20744198560714722,0.9865484237670898,0.9999747276306152
64,4,right ankle,-0.055176522582769394,0.6797767877578735,0.25660234689712524,0.9822943806648254,0.9999349117279053
65,5,head,-0.019892752170562744,-0.6125635504722595,-0.38530173897743225,0.999962568283081,0.9999847412109375
66,5,left shoulder,0.17556123435497284,-0.4601577818393707,-0.1324087232351303,0.9999899864196777,0.9999980926513672
67,5,right shoulder,-0.1373404860496521,-0.5214035511016846,-0.05156289041042328,0.9999682307243347,0.9999815225601196
68,5,left elbow,0.21336184442043304,-0.2591748535633087,-0.1021699458360672,0.9908162951469421,0.9999891519546509
69,5,right elbow,-0.15879812836647034,-0.21967226266860962,-0.047079842537641525,0.9598848223686218,0.9999402761459351
70,5,left wrist,0.22123141586780548,-0.028039319440722466,-0.08591128885746002,0.99420166015625,0.999996542930603
71,5,right wrist,-0.19680562615394592,-0.0036175865679979324,-0.11316493153572083,0.9869288206100464,0.9999898672103882
72,5,left hip,0.09141772985458374,0.0028986847028136253,0.015482029877603054,0.9999857544898987,0.9999992847442627
73,5,right hip,-0.0885915607213974,-0.005707911681383848,-0.013802492059767246,0.9999805688858032,0.9999984502792358
74,5,left knee,0.09897162020206451,0.3869261145591736,0.02072891779243946,0.9759781956672668,0.9999867677688599
75,5,right knee,-0.046297501772642136,0.3067989945411682,0.057305529713630676,0.9454911351203918,0.9999798536300659
76,5,left ankle,0.08442042022943497,0.7209624648094177,0.2063930332660675,0.9858198165893555,0.9999749660491943
77,5,right ankle,-0.05433442443609238,0.6797971725463867,0.2476731687784195,0.9814210534095764,0.9999288320541382
78,6,head,-0.020647123456001282,-0.6128239631652832,-0.38436034321784973,0.9999599456787109,0.9999796152114868
79,6,left shoulder,0.17466092109680176,-0.4597819447517395,-0.13052484393119812,0.999989926815033,0.999997615814209
80,6,right shoulder,-0.13967539370059967,-0.5207138061523438,-0.05084183067083359,0.9999673366546631,0.9999781847000122
81,6,left elbow,0.2117539644241333,-0.2591538727283478,-0.0998091772198677,0.9901319742202759,0.9999865293502808
82,6,right elbow,-0.15893816947937012,-0.21918386220932007,-0.046851955354213715,0.9577897191047668,0.9999325275421143
83,6,left wrist,0.21979068219661713,-0.027732763439416885,-0.08645641058683395,0.9936898350715637,0.9999960660934448
84,6,right wrist,-0.1966579407453537,-0.003591944696381688,-0.1129043772816658,0.985504686832428,0.9999890327453613
85,6,left hip,0.09195643663406372,0.0028731569182127714,0.015728920698165894,0.9999857544898987,0.9999991655349731
86,6,right hip,-0.08911458402872086,-0.005659171380102634,-0.014021039009094238,0.9999805092811584,0.9999984502792358
87,6,left knee,0.09916199743747711,0.3872227072715759,0.0193018838763237,0.9746471047401428,0.9999871253967285
88,6,right knee,-0.04619809240102768,0.306803435087204,0.0573497973382473,0.9427980184555054,0.9999810457229614
89,6,left ankle,0.08467535674571991,0.7201015949249268,0.2075701653957367,0.9849790930747986,0.9999736547470093
90,6,right ankle,-0.054041799157857895,0.6788675785064697,0.25013574957847595,0.9805011749267578,0.9999289512634277
91,7,head,-0.02080492675304413,-0.6129038333892822,-0.3841976821422577,0.9999602437019348,0.9999891519546509
92,7,left shoulder,0.1741364300251007,-0.4592129588127136,-0.12967684864997864,0.9999901056289673,0.9999983310699463
93,7,right shoulder,-0.14008815586566925,-0.520042896270752,-0.049213189631700516,0.9999675750732422,0.9999854564666748
94,7,left elbow,0.21007627248764038,-0.2587207555770874,-0.09781389683485031,0.9899025559425354,0.9999902248382568
95,7,right elbow,-0.15928785502910614,-0.2183172106742859,-0.043047040700912476,0.956966757774353,0.9999501705169678
96,7,left wrist,0.21912524104118347,-0.026954276487231255,-0.08561056852340698,0.9935672879219055,0.9999971389770508
97,7,right wrist,-0.19674479961395264,-0.002665748121216893,-0.10881414264440536,0.9849261045455933,0.9999923706054688
98,7,left hip,0.09245636314153671,0.0028724579606205225,0.015878260135650635,0.9999858140945435,0.9999992847442627
99,7,right hip,-0.08958198130130768,-0.005646618083119392,-0.01414860226213932,0.9999805688858032,0.9999985694885254
100,7,left knee,0.10258100926876068,0.3879989981651306,0.011650807224214077,0.9743225574493408,0.9999881982803345
101,7,right knee,-0.04638415202498436,0.3070097863674164,0.051800813525915146,0.9424429535865784,0.9999833106994629
102,7,left ankle,0.0871376320719719,0.720001220703125,0.205225870013237,0.9845456480979919,0.9999774694442749
103,7,right ankle,-0.05395175516605377,0.6791403889656067,0.24962007999420166,0.9801662564277649,0.9999430179595947
104,8,head,-0.02143910899758339,-0.614633321762085,-0.3817649483680725,0.9999595284461975,0.9999849796295166
105,8,left shoulder,0.17274141311645508,-0.4591537117958069,-0.12885130941867828,0.9999901652336121,0.9999979734420776
106,8,right shoulder,-0.14051507413387299,-0.5199825763702393,-0.046813663095235825,0.9999671578407288,0.9999809265136719
107,8,left elbow,0.20785337686538696,-0.25886601209640503,-0.09706559032201767,0.9894883632659912,0.9999884366989136
108,8,right elbow,-0.15887141227722168,-0.21830643713474274,-0.040611498057842255,0.9550018310546875,0.9999409914016724
109,8,left wrist,0.21864081919193268,-0.02708493173122406,-0.08495012670755386,0.9932075142860413,0.9999961853027344
110,8,right wrist,-0.19674497842788696,-0.002839680528268218,-0.1056751161813736,0.9836696982383728,0.9999897480010986
111,8,left hip,0.09262208640575409,0.0028501159977167845,0.015871277078986168,0.999985933303833,0.9999992847442627
112,8,right hip,-0.0897458866238594,-0.0056033809669315815,-0.014137842692434788,0.9999807476997375,0.9999984502792358
113,8,left knee,0.10271503031253815,0.3880665898323059,0.01191681157797575,0.9733664393424988,0.9999864101409912
114,8,right knee,-0.04547131061553955,0.30696195363998413,0.05340491607785225,0.9402705430984497,0.9999805688858032
115,8,left ankle,0.0873967856168747,0.7187632918357849,0.20966759324073792,0.9836624264717102,0.9999712705612183
116,8,right ankle,-0.0529153011739254,0.6783589124679565,0.2555379569530487,0.9793218374252319,0.9999246597290039
117,9,head,-0.02158389240503311,-0.6150119304656982,-0.38173606991767883,0.9999600648880005,0.9999897480010986
118,9,left shoulder,0.1726749688386917,-0.45877280831336975,-0.1288423389196396,0.9999902248382568,0.9999979734420776
119,9,right shoulder,-0.14049577713012695,-0.5198983550071716,-0.046430379152297974,0.9999675154685974,0.9999866485595703
120,9,left elbow,0.20783385634422302,-0.2581315040588379,-0.09767686575651169,0.9891349077224731,0.9999872446060181
121,9,right elbow,-0.15873606503009796,-0.21830548346042633,-0.04119051992893219,0.9546002149581909,0.9999552965164185
122,9,left wrist,0.2186688333749771,-0.026344073936343193,-0.08621056377887726,0.9929568767547607,0.9999961853027344
123,9,right wrist,-0.19673125445842743,-0.0030196779407560825,-0.10652099549770355,0.9835453629493713,0.9999934434890747
124,9,left hip,0.0927806943655014,0.002847314113751054,0.015852097421884537,0.999985933303833,0.9999991655349731
125,9,right hip,-0.08991232514381409,-0.005594531539827585,-0.01410591509193182,0.9999809265136719,0.9999986886978149
126,9,left knee,0.10430987924337387,0.3880808353424072,0.01090438012033701,0.9729659557342529,0.9999874830245972
127,9,right knee,-0.04535490646958351,0.3071967661380768,0.053675394505262375,0.9395720362663269,0.9999853372573853
128,9,left ankle,0.08804544061422348,0.7187085151672363,0.20877927541732788,0.9833320379257202,0.9999773502349854
129,9,right ankle,-0.052106454968452454,0.6793366074562073,0.2544335722923279,0.9791808128356934,0.9999492168426514
130,10,head,-0.021684732288122177,-0.6151489019393921,-0.3820621967315674,0.9999596476554871,0.9999866485595703
131,10,left shoulder,0.17235147953033447,-0.4586561322212219,-0.12898921966552734,0.9999902248382568,0.9999979734420776
132,10,right shoulder,-0.14058513939380646,-0.519683301448822,-0.04721181467175484,0.999967098236084,0.9999818801879883
133,10,left elbow,0.20753517746925354,-0.25776490569114685,-0.0980188176035881,0.9889354705810547,0.9999879598617554
134,10,right elbow,-0.15861888229846954,-0.21819773316383362,-0.04229316860437393,0.9536795020103455,0.999946117401123
135,10,left wrist,0.21869061887264252,-0.02527947910130024,-0.08650030940771103,0.9927687644958496,0.9999963045120239
136,10,right wrist,-0.1969454139471054,-0.0025143553502857685,-0.10749603062868118,0.9827693700790405,0.999990701675415
137,10,left hip,0.09282460063695908,0.0028408493380993605,0.01587720774114132,0.9999858736991882,0.9999991655349731
138,10,right hip,-0.0899544283747673,-0.005580297205597162,-0.014132602140307426,0.9999808669090271,0.9999984502792358
139,10,left knee,0.10416131466627121,0.3884075880050659,0.011052948422729969,0.9722654223442078,0.9999871253967285
140,10,right knee,-0.04506601765751839,0.30765676498413086,0.05391992628574371,0.9381737112998962,0.9999827146530151
141,10,left ankle,0.08830966800451279,0.7187209129333496,0.20863723754882812,0.9828776717185974,0.9999736547470093
142,10,right ankle,-0.051813893020153046,0.6801427602767944,0.25323033332824707,0.9788471460342407,0.999935507774353
143,11,head,-0.02214670553803444,-0.6158467531204224,-0.3828490376472473,0.9999591708183289,0.9999868869781494
144,11,left shoulder,0.1723010092973709,-0.4577160179615021,-0.12911690771579742,0.9999900460243225,0.999997615814209
145,11,right shoulder,-0.14085648953914642,-0.518658459186554,-0.04877015948295593,0.9999669790267944,0.9999841451644897
146,11,left elbow,0.20747092366218567,-0.2567935585975647,-0.09820661693811417,0.9883630871772766,0.9999866485595703
147,11,right elbow,-0.15863898396492004,-0.21710389852523804,-0.046781234443187714,0.9527736306190491,0.999951958656311
148,11,left wrist,0.2187131643295288,-0.024577723816037178,-0.08726230263710022,0.9922072887420654,0.9999954700469971
149,11,right wrist,-0.19699299335479736,-0.0012787417508661747,-0.1144537702202797,0.9820396900177002,0.9999915361404419
150,11,left hip,0.09296827018260956,0.0027890086639672518,0.01648460142314434,0.9999858736991882,0.9999992847442627
151,11,right hip,-0.09011760354042053,-0.005527291912585497,-0.014740079641342163,0.9999809861183167,0.9999986886978149
152,11,left knee,0.10409483313560486,0.38868337869644165,0.013887785375118256,0.9707566499710083,0.9999861717224121
153,11,right knee,-0.04357078671455383,0.3080432415008545,0.05415693297982216,0.936047375202179,0.9999833106994629
154,11,left ankle,0.08846837282180786,0.7199079990386963,0.20867595076560974,0.9821783304214478,0.9999736547470093
155,11,right ankle,-0.050494156777858734,0.6810163259506226,0.25025078654289246,0.9782291650772095,0.9999351501464844
156,12,head,-0.022704586386680603,-0.6178772449493408,-0.37823209166526794,0.9999583959579468,0.9999841451644897
157,12,left shoulder,0.1722545474767685,-0.4577490985393524,-0.12812498211860657,0.9999900460243225,0.9999977350234985
158,12,right shoulder,-0.1407492756843567,-0.5186495780944824,-0.04325776919722557,0.9999668002128601,0.9999827146530151
159,12,left elbow,0.2071143090724945,-0.25688865780830383,-0.09707651287317276,0.9879125952720642,0.9999868869781494
160,12,right elbow,-0.15856024622917175,-0.21723896265029907,-0.03904956951737404,0.9510053396224976,0.9999504089355469
161,12,left wrist,0.21839745342731476,-0.02469566836953163,-0.08387023210525513,0.9917733669281006,0.9999955892562866
162,12,right wrist,-0.1969681978225708,-0.001355562126263976,-0.10509195923805237,0.9810839295387268,0.9999915361404419
163,12,left hip,0.09302593767642975,0.002796888118609786,0.01591421663761139,0.9999860525131226,0.9999992847442627
164,12,right hip,-0.09017477184534073,-0.005523112136870623,-0.01414131186902523,0.9999812245368958,0.9999988079071045
165,12,left knee,0.1040538027882576,0.38879284262657166,0.01216896902769804,0.9700914621353149,0.9999878406524658
166,12,right knee,-0.04365776106715202,0.3081102967262268,0.05728435516357422,0.9340166449546814,0.999984860420227
167,12,left ankle,0.08882295340299606,0.7190752625465393,0.2087017446756363,0.9816126823425293,0.9999738931655884
168,12,right ankle,-0.04956220090389252,0.680385172367096,0.2549249827861786,0.9777089953422546,0.9999421834945679
169,13,head,-0.02406344935297966,-0.6182079911231995,-0.37824302911758423,0.9999585747718811,0.9999878406524658
170,13,left shoulder,0.1718074232339859,-0.4576134979724884,-0.1274430751800537,0.9999899864196777,0.999997615814209
171,13,right shoulder,-0.14160050451755524,-0.5181598663330078,-0.0434618704020977,0.9999670386314392,0.9999849796295166
172,13,left elbow,0.20637933909893036,-0.2561710476875305,-0.09722691029310226,0.9873771667480469,0.999984860420227
173,13,right elbow,-0.15925249457359314,-0.21713992953300476,-0.04078726842999458,0.9508817791938782,0.9999536275863647
174,13,left wrist,0.21764390170574188,-0.023442456498742104,-0.0841136947274208,0.9913986921310425,0.9999953508377075
175,13,right wrist,-0.1976834237575531,-0.0014493715716525912,-0.10975369065999985,0.9811058044433594,0.999992847442627
176,13,left hip,0.09319315105676651,0.0027827660087496042,0.016074497252702713,0.9999858736991882,0.9999990463256836
177,13,right hip,-0.09035858511924744,-0.005509114358574152,-0.0142881590873003,0.999981164932251,0.9999984502792358
178,13,left knee,0.10400816798210144,0.388741672039032,0.012239089235663414,0.9687098264694214,0.9999843835830688
179,13,right knee,-0.043507881462574005,0.3081171214580536,0.05707725137472153,0.9317809343338013,0.9999821186065674
180,13,left ankle,0.08899745345115662,0.7190398573875427,0.20804108679294586,0.9809777736663818,0.9999722242355347
181,13,right ankle,-0.04963121935725212,0.6803794503211975,0.25351017713546753,0.9770603775978088,0.9999337196350098
182,14,head,-0.02482105791568756,-0.6189672350883484,-0.37930846214294434,0.9999596476554871,0.9999910593032837
183,14,left shoulder,0.17179641127586365,-0.4575687348842621,-0.1285717934370041,0.9999901652336121,0.9999983310699463
184,14,right shoulder,-0.14152073860168457,-0.5180190205574036,-0.04356590285897255,0.9999675154685974,0.9999860525131226
185,14,left elbow,0.20645935833454132,-0.25580522418022156,-0.09893506020307541,0.9873512983322144,0.99998939037323
186,14,right elbow,-0.15925580263137817,-0.21712736785411835,-0.041099436581134796,0.9502549767494202,0.9999555349349976
187,14,left wrist,0.21777434647083282,-0.022349363192915916,-0.0862409695982933,0.9913732409477234,0.999996542930603
188,14,right wrist,-0.19801878929138184,-0.0014390633441507816,-0.11023598164319992,0.9808405637741089,0.9999929666519165
189,14,left hip,0.09328902512788773,0.0027640548069030046,0.016229750588536263,0.9999857544898987,0.9999991655349731
190,14,right hip,-0.09045524895191193,-0.005496721249073744,-0.014466434717178345,0.9999809861183167,0.9999984502792358
191,14,left knee,0.10390333086252213,0.3886624276638031,0.012291179038584232,0.9669812321662903,0.9999858140945435
192,14,right knee,-0.04354946315288544,0.3077852129936218,0.05547627806663513,0.9293719530105591,0.9999805688858032
193,14,left ankle,0.09015736728906631,0.7207977175712585,0.20279167592525482,0.9804800748825073,0.9999740123748779
194,14,right ankle,-0.0496043898165226,0.6805609464645386,0.24819381535053253,0.976201057434082,0.9999349117279053
195,15,head,-0.024764137342572212,-0.6189603805541992,-0.3827528655529022,0.99996018409729,0.999988317489624
196,15,left shoulder,0.17175231873989105,-0.4569743871688843,-0.1297769844532013,0.9999901652336121,0.9999977350234985
197,15,right shoulder,-0.14168566465377808,-0.5173096060752869,-0.048815611749887466,0.9999676942825317,0.9999852180480957
198,15,left elbow,0.20646633207798004,-0.25480014085769653,-0.10042327642440796,0.9872108697891235,0.9999860525131226
199,15,right elbow,-0.15920552611351013,-0.21675875782966614,-0.04934244602918625,0.9507767558097839,0.9999535083770752
200,15,left wrist,0.21773932874202728,-0.02220606617629528,-0.08962501585483551,0.9912686347961426,0.9999960660934448
201,15,right wrist,-0.19798706471920013,-0.001499108038842678,-0.11889086663722992,0.9809519052505493,0.9999922513961792
202,15,left hip,0.09330841153860092,0.002746205311268568,0.0162438303232193,0.9999858140945435,0.9999991655349731
203,15,right hip,-0.0904793068766594,-0.005474700592458248,-0.014475981704890728,0.9999811053276062,0.9999985694885254
204,15,left knee,0.1040087342262268,0.38861343264579773,0.012441634200513363,0.967008113861084,0.9999860525131226
205,15,right knee,-0.042750321328639984,0.30787354707717896,0.05590294301509857,0.9293328523635864,0.9999834299087524
206,15,left ankle,0.09131632000207901,0.7203904986381531,0.20341545343399048,0.9803664684295654,0.9999736547470093
207,15,right ankle,-0.048194121569395065,0.6810370683670044,0.24785198271274567,0.9763785600662231,0.99993896484375
208,16,head,-0.02479357086122036,-0.6194068789482117,-0.3827793300151825,0.9999604821205139,0.999987006187439
209,16,left shoulder,0.17193524539470673,-0.45666077733039856,-0.13101771473884583,0.9999902248382568,0.9999978542327881
210,16,right shoulder,-0.14147572219371796,-0.5166335105895996,-0.048814453184604645,0.9999681115150452,0.9999856948852539
211,16,left elbow,0.20682096481323242,-0.25484782457351685,-0.10342494398355484,0.987270176410675,0.9999861717224121
212,16,right elbow,-0.15898369252681732,-0.2167695313692093,-0.048887383192777634,0.951324999332428,0.9999555349349976
213,16,left wrist,0.21773186326026917,-0.022663885727524757,-0.09446880966424942,0.9912498593330383,0.9999959468841553
214,16,right wrist,-0.19728435575962067,-0.00153878063429147,-0.1185225397348404,0.9812169075012207,0.9999932050704956
215,16,left hip,0.09335348755121231,0.002741387579590082,0.015930822119116783,0.9999860525131226,0.9999992847442627
216,16,right hip,-0.09052517265081406,-0.0054674395360052586,-0.014170524664223194,0.9999815225601196,0.9999986886978149
217,16,left knee,0.10433688014745712,0.38961946964263916,0.012277436442673206,0.9672474265098572,0.9999874830245972
218,16,right knee,-0.0427454449236393,0.30797645449638367,0.055011048913002014,0.9303277730941772,0.9999856948852539
219,16,left ankle,0.09415267407894135,0.7209227085113525,0.20357255637645721,0.9804795980453491,0.9999727010726929
220,16,right ankle,-0.04592863470315933,0.6818909645080566,0.24231106042861938,0.9768308997154236,0.9999414682388306
221,17,head,-0.02530268393456936,-0.6195054650306702,-0.3822375237941742,0.9999593496322632,0.9999825954437256
222,17,left shoulder,0.17168673872947693,-0.4566439688205719,-0.1307702362537384,0.9999900460243225,0.9999972581863403
223,17,right shoulder,-0.14191383123397827,-0.5162763595581055,-0.04878867790102959,0.9999677538871765,0.9999816417694092
224,17,left elbow,0.20665821433067322,-0.25489360094070435,-0.1032409518957138,0.9867281317710876,0.9999840259552002
225,17,right elbow,-0.15921393036842346,-0.21670842170715332,-0.04888547956943512,0.9508550763130188,0.9999479055404663
226,17,left wrist,0.21601691842079163,-0.022827114909887314,-0.09443096816539764,0.9907955527305603,0.9999954700469971
227,17,right wrist,-0.19716095924377441,-0.0018404265865683556,-0.11833234876394272,0.9808419942855835,0.9999914169311523
228,17,left hip,0.09340859204530716,0.0027174330316483974,0.01592838577926159,0.9999858736991882,0.9999990463256836
229,17,right hip,-0.090591199696064,-0.005439012311398983,-0.014166862703859806,0.9999814033508301,0.9999984502792358
230,17,left knee,0.10410471260547638,0.3894279897212982,0.012826690450310707,0.9657540917396545,0.9999841451644897
231,17,right knee,-0.04216703027486801,0.30786997079849243,0.05862404406070709,0.9271247982978821,0.999981164932251
232,17,left ankle,0.09434840828180313,0.7200305461883545,0.20645345747470856,0.9796208739280701,0.9999691247940063
233,17,right ankle,-0.04592283070087433,0.6816509366035461,0.2491338700056076,0.9760491251945496,0.9999275207519531
234,18,head,-0.025405772030353546,-0.6196287870407104,-0.3822423219680786,0.9999590516090393,0.999988317489624
235,18,left shoulder,0.17204402387142181,-0.45661863684654236,-0.1301594227552414,0.999989926815033,0.9999973773956299
236,18,right shoulder,-0.14174868166446686,-0.5162532925605774,-0.04887571930885315,0.9999680519104004,0.9999849796295166
237,18,left elbow,0.20719942450523376,-0.25473523139953613,-0.10320215672254562,0.9862820506095886,0.9999854564666748
238,18,right elbow,-0.15918400883674622,-0.21702276170253754,-0.05042129382491112,0.9510149955749512,0.9999568462371826
239,18,left wrist,0.21603253483772278,-0.022883646190166473,-0.09497911483049393,0.9905515313148499,0.9999960660934448
240,18,right wrist,-0.19692978262901306,-0.002427821047604084,-0.12333407998085022,0.9810864925384521,0.9999940395355225
241,18,left hip,0.09352129697799683,0.0026770036201924086,0.016854777932167053,0.99998539686203,0.999998927116394
242,18,right hip,-0.09070949256420135,-0.00541522353887558,-0.015128003433346748,0.9999809265136719,0.9999983310699463
243,18,left knee,0.10422180593013763,0.3893507421016693,0.013696429319679737,0.9620963335037231,0.9999818801879883
244,18,right knee,-0.04195459187030792,0.3078318238258362,0.0513097420334816,0.9232584834098816,0.9999791383743286
245,18,left ankle,0.09609779715538025,0.7214800119400024,0.20327816903591156,0.9783374667167664,0.9999707937240601
246,18,right ankle,-0.04582078754901886,0.6821655035018921,0.23519226908683777,0.9746256470680237,0.9999294281005859
247,19,head,-0.02513360045850277,-0.6196709871292114,-0.3804361820220947,0.9999575614929199,0.9999805688858032
248,19,left shoulder,0.17211657762527466,-0.4566204845905304,-0.1295686811208725,0.9999896287918091,0.9999967813491821
249,19,right shoulder,-0.14171336591243744,-0.5162186026573181,-0.04835078865289688,0.9999670386314392,0.9999784231185913
250,19,left elbow,0.20722387731075287,-0.25473982095718384,-0.10356473922729492,0.9858598709106445,0.9999794960021973
251,19,right elbow,-0.15920701622962952,-0.21729908883571625,-0.050414491444826126,0.9500634074211121,0.9999419450759888
