frame,part,x,y,z,visibility,presence
33,left hip,0.06301835179328918,-0.027142008766531944,0.05290226265788078,0.19106893241405487,0.43932652473449707
33,right hip,-0.06454207003116608,0.018686309456825256,-0.05138581991195679,0.12768667936325073,0.08961320668458939
34,left shoulder,0.02639102190732956,-0.4701597988605499,-0.11751151084899902,0.9868732690811157,0.9654080271720886
34,right shoulder,-0.11243891716003418,-0.3355053663253784,-0.31242498755455017,0.953562319278717,0.7768662571907043
34,left hip,0.05665907636284828,-0.02707793563604355,0.05459677055478096,0.24041341245174408,0.3846593499183655
34,right hip,-0.05826154351234436,0.019161134958267212,-0.053340472280979156,0.159964457154274,0.11266818642616272
35,left shoulder,0.028267618268728256,-0.4577009379863739,-0.11859175562858582,0.9866853356361389,0.9695073366165161
35,right shoulder,-0.11383644491434097,-0.3474559783935547,-0.2941131889820099,0.9513733983039856,0.5879641771316528
35,left hip,0.05811348184943199,-0.027038702741265297,0.053714364767074585,0.2857659161090851,0.3840111196041107
35,right hip,-0.05949140340089798,0.019465869292616844,-0.052611347287893295,0.19132931530475616,0.0866641104221344
36,left shoulder,0.03882038593292236,-0.421339750289917,-0.17730355262756348,0.9867681860923767,0.9798985719680786
36,right shoulder,-0.11545167863368988,-0.29142093658447266,-0.30468952655792236,0.9523615837097168,0.768838107585907
36,left hip,0.05902114138007164,-0.02859755977988243,0.05168553814291954,0.3425752818584442,0.7710169553756714
36,right hip,-0.060286231338977814,0.023167114704847336,-0.050806302577257156,0.24357783794403076,0.3859679698944092
37,left shoulder,0.046338196843862534,-0.4046275317668915,-0.1926189661026001,0.9869545698165894,0.9693231582641602
37,right shoulder,-0.14132803678512573,-0.2686184048652649,-0.3113430142402649,0.9557847380638123,0.8890387415885925
37,left hip,0.061369188129901886,-0.03092235140502453,0.048046573996543884,0.3996022045612335,0.7313322424888611
37,right hip,-0.06306219100952148,0.027272669598460197,-0.047268688678741455,0.30425941944122314,0.4982336163520813
38,left shoulder,0.08099328726530075,-0.3416791558265686,-0.31925493478775024,0.9870335459709167,0.9442371129989624
38,right shoulder,-0.144505113363266,-0.21134136617183685,-0.39170515537261963,0.9596595764160156,0.9195154309272766
38,left hip,0.06702299416065216,-0.03355605900287628,0.038590241223573685,0.447068989276886,0.5525815486907959
38,right hip,-0.06903134286403656,0.031144117936491966,-0.03769125044345856,0.35450807213783264,0.37913015484809875
39,left shoulder,0.07598143070936203,-0.3737238049507141,-0.2594278156757355,0.9877906441688538,0.9796974062919617
39,right shoulder,-0.1688041388988495,-0.23896236717700958,-0.3545108437538147,0.9632198214530945,0.9575827717781067
39,left hip,0.07485201209783554,-0.03821244463324547,0.03288467600941658,0.4977229833602905,0.8316070437431335
39,right hip,-0.07669847458600998,0.03663453832268715,-0.03204645216464996,0.41216081380844116,0.732269823551178
40,left shoulder,0.07468155026435852,-0.3414739966392517,-0.31001198291778564,0.987891674041748,0.9664649963378906
40,right shoulder,-0.16960129141807556,-0.20129422843456268,-0.38273948431015015,0.9664114117622375,0.9366220235824585
40,left hip,0.07534095644950867,-0.041376497596502304,0.033670615404844284,0.5412480235099792,0.8381142020225525
40,right hip,-0.07709559053182602,0.04066178575158119,-0.03273991495370865,0.46219104528427124,0.7151625156402588
41,left shoulder,0.0811251550912857,-0.34634163975715637,-0.29455897212028503,0.9869294166564941,0.8991783261299133
41,right shoulder,-0.17020142078399658,-0.22855405509471893,-0.37406083941459656,0.9692963361740112,0.9273852705955505
41,left hip,0.07692048698663712,-0.04089037701487541,0.03410732373595238,0.5734767913818359,0.6344507932662964
41,right hip,-0.0786275640130043,0.03964006528258324,-0.033123817294836044,0.4993267357349396,0.5225788354873657
42,left shoulder,0.08991865813732147,-0.3249985873699188,-0.3512076735496521,0.9871854186058044,0.9374621510505676
42,right shoulder,-0.1713411808013916,-0.21186494827270508,-0.4177657663822174,0.9721862077713013,0.9704704880714417
42,left hip,0.08009595423936844,-0.040702953934669495,0.033830199390649796,0.5956528782844543,0.5670790672302246
42,right hip,-0.08177431672811508,0.0389256477355957,-0.03282444551587105,0.5283816456794739,0.59073805809021
43,left shoulder,0.09397315979003906,-0.3318275511264801,-0.32441988587379456,0.9880776405334473,0.9833751320838928
43,right shoulder,-0.1765764057636261,-0.2273673266172409,-0.3957882821559906,0.974897563457489,0.992361307144165
43,left hip,0.08250372111797333,-0.03777245059609413,0.033955082297325134,0.6229451894760132,0.7695130109786987
43,right hip,-0.08420269191265106,0.03651633486151695,-0.03289085254073143,0.5593037605285645,0.7221990823745728
44,left shoulder,0.09595444053411484,-0.33405259251594543,-0.33381882309913635,0.9887253046035767,0.9543501734733582
44,right shoulder,-0.18186724185943604,-0.23669178783893585,-0.40248093008995056,0.9772920608520508,0.979873538017273
44,left hip,0.08607818931341171,-0.03589292988181114,0.03307804465293884,0.633216142654419,0.40213918685913086
44,right hip,-0.08782242238521576,0.034925494343042374,-0.03198469430208206,0.572917103767395,0.4239879846572876
45,left shoulder,0.09528020024299622,-0.3394237458705902,-0.3333801031112671,0.9892081618309021,0.9525763392448425
45,right shoulder,-0.1797415316104889,-0.2385956197977066,-0.39944684505462646,0.9794741868972778,0.9905754327774048
45,left hip,0.08612138032913208,-0.03491434082388878,0.030493395403027534,0.653713583946228,0.6893178224563599
45,right hip,-0.0878223180770874,0.03437952324748039,-0.02939482033252716,0.6021592617034912,0.80315101146698
46,left shoulder,0.09463918209075928,-0.3437541425228119,-0.31722521781921387,0.9886013865470886,0.882731020450592
46,right shoulder,-0.17830204963684082,-0.2417980283498764,-0.392398476600647,0.981342077255249,0.9761872887611389
46,left hip,0.08602404594421387,-0.03428030386567116,0.029423974454402924,0.6691069602966309,0.7003666758537292
46,right hip,-0.08769707381725311,0.03407079726457596,-0.028335586190223694,0.6268687844276428,0.7929178476333618
47,left shoulder,0.09563755244016647,-0.33502352237701416,-0.3225741386413574,0.9881017804145813,0.9045838713645935
47,right shoulder,-0.17732375860214233,-0.24326938390731812,-0.3932078182697296,0.983095109462738,0.9884146451950073
47,left hip,0.08596102893352509,-0.03345243260264397,0.028674280270934105,0.6808723211288452,0.6618920564651489
47,right hip,-0.08761713653802872,0.033481042832136154,-0.02756253257393837,0.6485953330993652,0.8077064156532288
48,left shoulder,0.10040273517370224,-0.333317369222641,-0.32758933305740356,0.9846929907798767,0.6872984170913696
48,right shoulder,-0.1687244176864624,-0.2442820966243744,-0.3997248709201813,0.9845866560935974,0.9728297591209412
48,left hip,0.08586308360099792,-0.031488314270973206,0.027728823944926262,0.6734321713447571,0.4055609405040741
48,right hip,-0.0875142365694046,0.03168603032827377,-0.026630297303199768,0.6585000157356262,0.6731260418891907
49,left shoulder,0.09371452033519745,-0.3361801505088806,-0.31679755449295044,0.9828099608421326,0.8253685235977173
49,right shoulder,-0.1698179990053177,-0.24947237968444824,-0.3851860761642456,0.9859106540679932,0.9820379018783569
49,left hip,0.08521030098199844,-0.031459130346775055,0.02783592976629734,0.6809981465339661,0.6940444111824036
49,right hip,-0.0868772640824318,0.03155587241053581,-0.026730969548225403,0.6782050728797913,0.8688267469406128
50,left shoulder,0.08606476336717606,-0.34430065751075745,-0.25629788637161255,0.9781888723373413,0.6017741560935974
50,right shoulder,-0.1698646992444992,-0.27839207649230957,-0.367785781621933,0.9868810772895813,0.9470601677894592
50,left hip,0.085026316344738,-0.029099002480506897,0.027965692803263664,0.6889855861663818,0.5284226536750793
50,right hip,-0.08672423660755157,0.029218975454568863,-0.02685360424220562,0.6930680274963379,0.7524462342262268
51,left shoulder,0.06154676899313927,-0.35683751106262207,-0.24551425874233246,0.9782771468162537,0.8491199612617493
51,right shoulder,-0.16799896955490112,-0.27649861574172974,-0.3650902509689331,0.9880253076553345,0.9764377474784851
51,left hip,0.07937723398208618,-0.029155204072594643,0.03154776990413666,0.6992303729057312,0.5365909337997437
51,right hip,-0.08118785172700882,0.02917669713497162,-0.03041733242571354,0.7054588198661804,0.7004228830337524
52,left shoulder,0.05125223845243454,-0.3563326895236969,-0.29312849044799805,0.9790874123573303,0.8980029225349426
52,right shoulder,-0.15912383794784546,-0.23664382100105286,-0.41228365898132324,0.9891076683998108,0.9830924868583679
52,left hip,0.07430379837751389,-0.030293993651866913,0.032599836587905884,0.7115539908409119,0.4314959645271301
52,right hip,-0.07620633393526077,0.029972337186336517,-0.03139927238225937,0.7183788418769836,0.5697289705276489
53,left shoulder,0.03322707861661911,-0.3955695927143097,-0.2887802720069885,0.9798929691314697,0.8401502370834351
53,right shoulder,-0.15938621759414673,-0.2372354418039322,-0.41064703464508057,0.9901100993156433,0.9902685880661011
53,left hip,0.07095389813184738,-0.03300666809082031,0.03275055065751076,0.7220105528831482,0.21353048086166382
53,right hip,-0.07300690561532974,0.031772859394550323,-0.031580597162246704,0.7336893081665039,0.4494016766548157
54,left shoulder,0.03508768230676651,-0.3916633129119873,-0.2677386999130249,0.9781956672668457,0.7360713481903076
54,right shoulder,-0.16488124430179596,-0.2612246870994568,-0.3950750231742859,0.9908204674720764,0.9728158116340637
54,left hip,0.0713341236114502,-0.03306245058774948,0.03363879770040512,0.7085548043251038,0.17210368812084198
54,right hip,-0.07359083741903305,0.03169636055827141,-0.03237465023994446,0.7293577790260315,0.3198404610157013
55,left shoulder,0.02818685956299305,-0.3964674174785614,-0.21691834926605225,0.9767336249351501,0.7558773756027222
55,right shoulder,-0.1722903996706009,-0.31067925691604614,-0.3482034504413605,0.9913970828056335,0.9695195555686951
55,left hip,0.07158444076776505,-0.033130351454019547,0.03668849170207977,0.6806191802024841,0.08901664614677429
55,right hip,-0.07374687492847443,0.031411971896886826,-0.03525558114051819,0.7111533284187317,0.16474223136901855
56,left shoulder,0.01826738379895687,-0.39390426874160767,-0.21353952586650848,0.9743465781211853,0.6882660984992981
56,right shoulder,-0.17845825850963593,-0.311646968126297,-0.34019625186920166,0.9917042255401611,0.9480583667755127
56,left hip,0.07179047912359238,-0.033541012555360794,0.03740711882710457,0.666644811630249,0.09554643929004669
56,right hip,-0.0739404633641243,0.031362906098365784,-0.03589019924402237,0.6982933878898621,0.16567426919937134
57,left shoulder,0.01711258478462696,-0.38357070088386536,-0.24227842688560486,0.9718658328056335,0.695898711681366
57,right shoulder,-0.17796160280704498,-0.30750688910484314,-0.35890862345695496,0.9919015765190125,0.9397343397140503
57,left hip,0.07170024514198303,-0.03396216034889221,0.03751439228653908,0.6403127908706665,0.04285736009478569
57,right hip,-0.0739782303571701,0.0313202403485775,-0.035958681255578995,0.6713472604751587,0.07096999138593674
58,left shoulder,0.004466443322598934,-0.40562957525253296,-0.17246133089065552,0.9710298776626587,0.8095525503158569
58,right shoulder,-0.1828341782093048,-0.3397824764251709,-0.316048264503479,0.9923868179321289,0.9665518999099731
58,left hip,0.07090259343385696,-0.03403889015316963,0.04329557344317436,0.601082980632782,0.03930458426475525
58,right hip,-0.07342000305652618,0.03099435567855835,-0.04155660793185234,0.6372750401496887,0.0544370636343956
59,left shoulder,0.00690830172970891,-0.41086533665657043,-0.18474970757961273,0.9647231101989746,0.5712212324142456
59,right shoulder,-0.18776986002922058,-0.356243759393692,-0.31613805890083313,0.9924986362457275,0.9532686471939087
59,left hip,0.0708669126033783,-0.03396625444293022,0.04474838078022003,0.5583592653274536,0.021227579563856125
59,right hip,-0.07345183193683624,0.0301576666533947,-0.0430864654481411,0.6028403639793396,0.04711909592151642
60,left shoulder,0.009444661438465118,-0.40756478905677795,-0.1945561170578003,0.9593235850334167,0.6010499000549316
60,right shoulder,-0.18694324791431427,-0.3443080186843872,-0.32365158200263977,0.9926075339317322,0.9533655047416687
60,left hip,0.07084973156452179,-0.03345261886715889,0.04734738543629646,0.5238114595413208,0.027043810114264488
60,right hip,-0.07347807288169861,0.028889141976833344,-0.045578733086586,0.5759029984474182,0.06038004159927368
61,left shoulder,0.009699159301817417,-0.4165556728839874,-0.1312466859817505,0.9572131633758545,0.6764305830001831
61,right shoulder,-0.18732506036758423,-0.36221954226493835,-0.3054681420326233,0.99296635389328,0.9651610851287842
61,left hip,0.07064350694417953,-0.02998700551688671,0.055984824895858765,0.48653078079223633,0.018641022965312004
61,right hip,-0.07334838062524796,0.02434905245900154,-0.05408155545592308,0.5445893406867981,0.034513045102357864
62,left shoulder,0.008487272076308727,-0.42539671063423157,-0.12378761917352676,0.9512870907783508,0.6326432824134827
62,right shoulder,-0.18710359930992126,-0.37031859159469604,-0.30208882689476013,0.99311763048172,0.9655671715736389
62,left hip,0.06979476660490036,-0.02631664276123047,0.0613192617893219,0.452888548374176,0.018272757530212402
62,right hip,-0.07256722450256348,0.020210834220051765,-0.059376515448093414,0.5155915021896362,0.03592051938176155
63,left shoulder,0.009603708982467651,-0.42717427015304565,-0.13118159770965576,0.9424823522567749,0.5465914011001587
63,right shoulder,-0.18788588047027588,-0.3670290410518646,-0.301450252532959,0.9929497838020325,0.945397138595581
63,left hip,0.07002528011798859,-0.025486983358860016,0.062471095472574234,0.41768965125083923,0.013100923039019108
63,right hip,-0.07283808290958405,0.01918194256722927,-0.06049324944615364,0.48428478837013245,0.02807249315083027
64,left shoulder,0.010237320326268673,-0.43271273374557495,-0.12036378681659698,0.9381988048553467,0.6887352466583252
