frame,sway_index,Posture_Deviatation,CoM_Distance,sway_deviation,posture_deviation_deviation,com_distance_deviation
124,0.0008441494394776304,0.046387416260471694,0.0013720614861101957,3.9572408321189557e-05,0.02715049597441361,0.0015592386552659933
125,0.0008493517543963174,0.04815581472178592,0.0012164507364065904,4.4774723239876545e-05,0.02538209751309938,0.0017148494049695985
126,0.0008516766591155755,0.049551113373877985,0.0010797728936383691,4.709962795913466e-05,0.023986798861007318,0.0018515272477378198
127,0.0008640068546810849,0.05417134080707683,0.0011761413151988218,5.942982352464404e-05,0.019366571427808475,0.0017551588261773671
128,0.0008826345755941784,0.057175037596010836,0.0011998368992552687,7.80575444377376e-05,0.016362874638874467,0.0017314632421209202
129,0.0008988975471455986,0.05966991931500519,0.0011962420532509342,9.432051598915782e-05,0.013867992919880112,0.0017350580881252547
130,0.0009089143768078956,0.06050449803727747,0.001091244613421386,0.00010433734565145475,0.013033414197607833,0.0018400555279548029
131,0.0009178067855053096,0.0652122082969371,0.000936384700973421,0.00011322975434886881,0.008325703937948209,0.001994915440402768
132,0.0009248300681373588,0.06687148803478078,0.0009344787485286828,0.00012025303698091796,0.00666642420010452,0.001996821392847506
133,0.0009315793951564162,0.07107068196186925,0.0009093154935481572,0.00012700236399997543,0.002467230273016055,0.0020219846478280318
134,0.0009403266603792874,0.07283213074727918,0.0008641165175684269,0.00013574962922284657,0.0007057814876061247,0.002067183623807762
135,0.0009494671298059587,0.07271773537141807,0.0008420614253418873,0.00014489009864951787,0.0008201768634672341,0.0020892387160343015
136,0.0009603351935454507,0.07614960522234691,0.0008296544629294249,0.00015575816238900988,0.0026116929874616113,0.002101645678446764
137,0.0009687828046455843,0.0756738199622731,0.0008231537566468598,0.00016420577348914345,0.0021359077273877952,0.002108146384729329
138,0.0009715494934891687,0.07453104449640335,0.0008268624111551212,0.00016697246233272791,0.000993132261518051,0.002104437730221068
139,0.0009672842415553615,0.07358148191361008,0.000856877238640757,0.00016270721039892072,4.3569678724778016e-05,0.002074422902735432
140,0.0009592976242030157,0.08072439892505255,0.0008812982879981714,0.00015472059304657486,0.007186486690167249,0.0020500018533780176
141,0.0009501862530673493,0.08380701545967098,0.0008964363535916575,0.00014560922191090848,0.010269103224785678,0.0020348637877845317
142,0.0009327842220634132,0.07386809071597286,0.0008194580061806873,0.0001282071909069724,0.0003301784810875591,0.0021118421351955016
143,0.000903061203193346,0.07020010867658821,0.0007782337992577341,9.848417203690515e-05,0.0033378035582970894,0.0021530663421184546
144,0.0008705971887811289,0.06659448409580006,0.0007931274689936993,6.602015762468812e-05,0.006943428139085245,0.0021381726723824898
145,0.0008210093490353597,0.059021938627373406,0.0007830654617237691,1.643231787891886e-05,0.014515973607511896,0.00214823467965242
146,0.0007601188030948203,0.05806243300736273,0.0007840769031115677,4.445822806162052e-05,0.01547547922752257,0.0021472232382646213
147,0.0007059116048053184,0.05671297320980273,0.0006977217189131048,9.866542635112243e-05,0.016824939025082572,0.002233578422463084
148,0.0006488934622056324,0.05651352456192852,0.0006841792955354428,0.00015568356895080844,0.017024387672956783,0.002247120845840746
149,0.0005838270471994278,0.0646281970230253,0.0004415031620811061,0.000220749983957013,0.00890971521186,0.002489796979295083
150,0.0005257053355643515,0.06553869923495229,0.0003284251501666698,0.00027887169559208933,0.007999212999933017,0.0026028749912095192
151,0.0004682400325337537,0.0692695549122042,0.00041078463638422215,0.0003363369986226871,0.0042683573226811045,0.0025205155049919667
152,0.0004346146411733306,0.06735075545914672,0.0005468383561606076,0.0003699623899831102,0.006187156775738584,0.0023844617852155814
153,0.0004385752521917473,0.07231688540118825,0.000692327562908994,0.0003660017789646935,0.0012210268336970559,0.002238972578467195
154,0.00045367513947264633,0.07558840429665531,0.0007640995986072002,0.0003509018916837945,0.0020504920617700068,0.002167200542768989
155,0.00047368693428893595,0.08826273136924044,0.000755585419731721,0.0003308900968675049,0.014724819134355138,0.0021757147216444677
156,0.0004814607796017301,0.09347540339340568,0.0004917939995583428,0.00032311625155471074,0.01993749115852038,0.0024395061418178462
157,0.00047296492253998465,0.09458062343047326,0.0002812952641979639,0.00033161210861645617,0.021042711195587954,0.002650004877178225
158,0.00045973930332502343,0.09534770190538913,0.00028331189307174027,0.0003448377278314174,0.02180978967050383,0.0026479882483044486
159,0.00044426351410056797,0.09788741399775526,0.00029932008050221975,0.00036031351705587285,0.024349501762869957,0.002631980060873969
160,0.0004345787050989058,0.09656442279821428,0.0003176352925829633,0.00036999832605753505,0.02302651056332898,0.0026136648487932257
161,0.0004338921411973979,0.08582508316933454,0.00035502605999210063,0.0003706848899590429,0.01228717093444924,0.002576274081384088
162,0.0004379701669723717,0.08494822463959263,0.00045786934245857643,0.00036660686418406915,0.011410312404707329,0.0024734307989176126
163,0.00047052719869170934,0.08289085530042578,0.0008059542189696393,0.0003340498324647315,0.009352943065540478,0.0021253459224065494
164,0.0005437052662350509,0.08029963064068048,0.0012679411956624449,0.0002608717649213899,0.006761718405795175,0.001663358945713744
165,0.0006311094553663328,0.07734279097014392,0.001561475220298401,0.00017346757579010804,0.0038048787352586155,0.001369824921077788
166,0.000729042819674736,0.07704822303331457,0.0018621570408449946,7.55342114817048e-05,0.0035103107984292697,0.0010691431005311943
167,0.0008233691610501083,0.0697013870580738,0.002047304193948438,1.8792129893667442e-05,0.0038365251768115033,0.0008839959474277511
168,0.0008969813746049964,0.06480004224330037,0.001998240620531672,9.240434344855554e-05,0.008737869991584934,0.0009330595208445168
169,0.000954844362359603,0.0592873640124769,0.0019403422424957276,0.00015026733120316216,0.014250548222408406,0.0009909578988804614
170,0.000994554841189731,0.07758674426227383,0.0018175278341318617,0.00018997781003329025,0.004048832027388524,0.0011137723072443273
171,0.0010226282273040814,0.07566486135475395,0.0017160757857745748,0.0002180511961476406,0.0021269491198686458,0.0012152243556016141
172,0.0010368442955117994,0.072861060316872,0.0014741276140846512,0.00023226726435535854,0.0006768519180132965,0.0014571725272915378
173,0.0010438156929736971,0.09340279499676794,0.0012017648994297173,0.0002392386618172563,0.01986488276188264,0.0017295352419464717
174,0.001055138826682571,0.09387141461212486,0.0012942730851646623,0.00025056179552613027,0.020333502377239562,0.0016370270562115266
175,0.0010592296719762581,0.08980700730921883,0.0011976797491774053,0.0002546526408198173,0.016269095074333523,0.0017336203921987836
176,0.0010669342542004938,0.08971852980354147,0.0013160385012620172,0.000262357223044053,0.016180617568656172,0.0016152616401141717
177,0.001087483232013674,0.07868179049280423,0.0019465427291975145,0.0002829062008572333,0.005143878257918927,0.0009847574121786744
178,0.0010965972040813759,0.07623525403672997,0.0018654587803139814,0.00029202017292493504,0.002697341801844666,0.0010658413610622076
179,0.0011037724051202935,0.07805241195923406,0.0016044689686999496,0.00029919537396385265,0.004514499724348753,0.0013268311726762393
180,0.0011026199068496774,0.0628301245108012,0.00129130792287105,0.00029804287569323656,0.010707787724084109,0.001639992218505139
181,0.0010909048836676267,0.07854639210832078,0.0009396616932423044,0.00028632785251118584,0.005008479873435473,0.0019916384481338846
182,0.001070850733928598,0.07564174913518017,0.0009340675179634971,0.0002662737027721571,0.0021038369002948643,0.001997232623412692
183,0.0010417985027919062,0.07721205708995654,0.001026675145097204,0.0002372214716354654,0.0036741448550712402,0.001904624996278985
184,0.0010053557674412675,0.07916996713197572,0.0011313098845702957,0.0002007787362848267,0.005632054897090413,0.0017999902568058932
185,0.0009642972758815225,0.08035357864770526,0.0011504418296018417,0.0001597202447250817,0.006815666412819957,0.0017808583117743472
186,0.0009315961200431074,0.08083256638545852,0.0011530679467860873,0.0001270190888866666,0.007294654150573218,0.0017782321945901017
187,0.0009076452270260404,0.07998623849138391,0.0011044463168377993,0.00010306819586959962,0.006448326256498604,0.0018268538245383896
188,0.0008833389603482056,0.07846967347197045,0.0010877512838131911,7.876192919176476e-05,0.00493176123708515,0.0018435488575629978
189,0.0008636792670538543,0.07793037945475943,0.0010494560535370984,5.910223589741348e-05,0.00439246721987413,0.0018818440878390905
190,0.0008748338956979697,0.06635965822368543,0.0007004305598522081,7.025686454152885e-05,0.007178254011199869,0.002230869581523981
191,0.0009161273964044555,0.06829729606341463,0.0010792315838779453,0.00011155036524801464,0.0052406161714706745,0.0018520685574982437
192,0.0009644986731391692,0.07662604772336304,0.0011284280672652313,0.00015992164198272841,0.0030881354884777362,0.0018028720741109577
193,0.0010342265648815925,0.0767392973734888,0.0013594007230428777,0.0002296495337251517,0.003201385138603491,0.0015718994183333112
194,0.0010967620522302924,0.07910405003791587,0.0013715770765952194,0.0002921850210738516,0.005566137803030571,0.0015597230647809695
195,0.0011461754228133548,0.08034793359894062,0.0014503385316474628,0.00034159839165691396,0.006810021364055313,0.001480961609728726
196,0.00116622408169939,0.07858718293851462,0.0014172973085512198,0.00036164705054294926,0.005049270703629316,0.0015140028328249691
197,0.0011559287024515,0.0788781414595688,0.001444727338726701,0.0003513516712950592,0.005340229224683496,0.001486572802649488
198,0.0011915435126584693,0.08042857014923552,0.0024864287873503587,0.00038696648150202844,0.006890657914350215,0.00044487135402583025
199,0.0012019367115829061,0.08449197968695299,0.001988928486800615,0.0003973596804264653,0.010954067452067687,0.0009423716545755739
200,0.0012297819705050024,0.08684380833633387,0.002341662290515961,0.0004252049393485616,0.01330589610144857,0.0005896378508602278
201,0.001239909365960603,0.08623834905835136,0.0019759833719639494,0.0004353323348041621,0.012700436823466055,0.0009553167694122395
202,0.0012481462460770007,0.08677377732842609,0.0018246467918164016,0.00044356921492055986,0.013235865093540786,0.0011066533495597873
203,0.0012363530049226508,0.09284693486863742,0.0013638427975992975,0.00043177597376620994,0.019309022633752115,0.0015674573437768915
204,0.0012649552329494333,0.08883431186803999,0.002148083898771481,0.0004603782017929925,0.015296399633154684,0.0007832162426047078
205,0.0012502669633243243,0.08716273949182374,0.0012855324359044786,0.00044568993216788345,0.013624827256938435,0.0016457677054717104
206,0.0012505711829744535,0.08793940061496455,0.0016429668384764695,0.0004459941518180127,0.01440148838007925,0.0012883333028997194
207,0.0012341733406470042,0.08751538080475743,0.0012131288223744252,0.00042959630949056336,0.013977468569872128,0.0017181713190017637
208,0.0012221059931371147,0.08695127379076253,0.0014728044299591539,0.00041752896198067385,0.013413361555877232,0.001458495711417035
209,0.001210946253559418,0.08567460676656893,0.0017051418039430982,0.0004063692224029773,0.012136694531683631,0.0012261583374330908
210,0.0012173816568580365,0.090816116397447,0.001781048921864064,0.0004128046257015957,0.01727820416256169,0.001150251219512125
211,0.0012464749099507417,0.07120445373302395,0.0020939147235782755,0.0004418978787943009,0.0023334585018613546,0.0008373854177979134
212,0.0012632111559671704,0.10365983420892125,0.0020273450619583766,0.00045863412481072954,0.030121921974035945,0.0009039550794178123
213,0.0012646955596993875,0.10533056139928847,0.0016192062969074123,0.00046011852854294663,0.031792649164403164,0.0013120938444687767
214,0.0012560717164735585,0.10572053964883585,0.0012511262903040516,0.0004514946853171177,0.032182627413950546,0.0016801738510721373
215,0.0012581079347382634,0.09999973089097998,0.001617032984285763,0.0004535309035818226,0.026461818656094677,0.001314267157090426
216,0.0012472334633276425,0.10357581266043257,0.0011187434160798652,0.00044265643217120164,0.03003790042554727,0.0018125567252963238
217,0.0012371737004445926,0.10159012870213217,0.000578181826017866,0.00043259666928815175,0.02805221646724687,0.002353118315358323
218,0.0012289181134096977,0.10699877147735552,0.0011910276687568178,0.0004243410822532569,0.03346085924247022,0.0017402724726193711
219,0.0012421261873476707,0.1154197649934984,0.0015677934866817162,0.00043754915619122984,0.0418818527586131,0.0013635066546944727
220,0.0012277012022199208,0.11546578476602107,0.0009018735999459494,0.00042312417106348,0.041927872531135765,0.0020294265414302396
221,0.0012037982504148825,0.11846977507729435,0.000721988127883814,0.00039922121925844165,0.04493186284240905,0.002209312013492375
222,0.0011711902451995325,0.11928718881254745,0.0006035167854755365,0.00036661321404309164,0.045749276577662146,0.0023277833559006526
223,0.0011276446238941671,0.11878526386535718,0.0009705064978288431,0.0003230675927377263,0.045247351630471874,0.001960793643547346
224,0.0011152378555875822,0.10193605152140806,0.0023943900962846505,0.00031066082443114134,0.028398139286522753,0.0005369100450915384
225,0.001077196779468231,0.1107908243654263,0.002280334405045875,0.0002726197483117901,0.037252912130540994,0.0006509657363303139
226,0.001074694352429526,0.10920749718747516,0.002791374676424555,0.00027011732127308523,0.03566958495258986,0.000139925464951634
227,0.0011015326832323356,0.13134942558584217,0.002485847316553155,0.0002969556520758948,0.05781151335095687,0.0004454528248230339
228,0.0010314260962222023,0.12807142705263477,0.0016801882864908484,0.00022684906506576148,0.05453351481774947,0.0012511118548853405
229,0.0009793221572365815,0.1253507450251633,0.0014634755424237935,0.0001747451260801407,0.051812832790278,0.0014678245989523954
230,0.0008972282405897388,0.11006461945426185,0.0012168018502600503,9.265120943329798e-05,0.03652670721937655,0.0017144982911161386
231,0.0008450394286815845,0.10080103071177841,0.0012244511102180774,4.046239752514367e-05,0.02726311847689311,0.0017068490311581115
232,0.0008182353904019032,0.09016091566993895,0.001267862696516617,1.3658359245462422e-05,0.016623003435053643,0.001663437444859572
233,0.0008340160691684476,0.09182508934503954,0.0011808355762347174,2.9439038012006764e-05,0.018287177110154235,0.0017504645651414716
234,0.0008270123408688552,0.09616591044564568,0.0008606800197701634,2.2435309712414363e-05,0.022627998210760378,0.0020706201216060256
